,50000_50Mb,100000_50Mb,250000_50Mb,500000_50Mb,50000_100Mb,100000_100Mb,250000_100Mb,500000_100Mb,50000_200Mb,100000_200Mb,250000_200Mb,500000_200Mb
0,2.9546996999997646,3.6390269999974407,11.094932899984997,34.75425950001227,2.5936216000118293,5.8259855000069365,15.178509399993345,40.0874023999786,3.3853985000168905,9.27354959998047,15.320450900006108,32.74172329995781
1,3.2951880000182427,4.26208980003139,11.364804000011645,37.63081439997768,2.649683900002856,5.220884800015483,16.263578500016592,49.81105869996827,2.9461247000144795,9.712634099996649,14.015420600015204,35.517330900009256
2,2.9669526999932714,3.6276876000338234,12.312070499989204,37.06526120001217,2.7272671000100672,5.165842099988367,15.7567035999964,50.04152630001772,3.1090102000162005,9.546961200016085,14.550769099965692,36.0868895999738
3,3.1370075999875553,3.615639299969189,19.55330229998799,41.904564500029664,2.763099899981171,4.338125399954151,14.729397999995854,57.76670630002627,3.099690600007307,8.487515500048175,14.76286540000001,35.24204739998095
4,2.8459493999835104,3.7899327999912202,20.286995999980718,38.36297590000322,2.725037800031714,4.466448799998034,16.364181699987967,59.39907430001767,3.1453141999663785,5.954514300043229,15.109049700025935,45.21107740001753
5,3.0646138000302017,3.866865099989809,13.773170100001153,40.726003299991135,2.5965943000046536,5.226335600018501,16.99176720000105,54.99630249995971,3.3135403000051156,5.516018899972551,16.428079600038473,41.52627810003469
6,2.5260280000511557,3.5887754000141285,12.12579530000221,37.657521300017834,2.730072599952109,4.40802699996857,15.136596600001212,59.028524000023026,3.0936893000034615,6.1807800999959,15.57603769999696,35.78902150003705
7,2.055884600034915,3.905617300013546,17.716830599994864,37.472216800029855,2.5285979000036605,4.8864661999978125,20.706950100022368,58.90487139998004,3.0048454999923706,5.91944849997526,15.195622200029902,37.69657679996453
8,2.1093924999586307,3.7569599999696948,14.674804000009317,35.75647520000348,2.6200858000083826,4.829118399997242,25.237189000006765,50.78511710005114,3.2461062999791466,5.8199336000252515,13.707251599989831,31.950932600011583
9,2.351011299993843,3.4261489000055008,16.200283900019713,32.25232580001466,2.6852134999935515,4.975156100001186,14.140698099974543,46.66361540002981,4.289042100019287,5.578527400037274,13.327024800004438,35.0758049999713
